id,name,localName,aliases,country,countryName,registrationNumber,status,address,foundedAt,legalForm,industry,registeredCapital,isSynthetic,dataClassification,testBatch
"SQJ-SYN-JP-0081","Asterbridge Networks K.K.","Asterbridge Networks K.K.","Asterbridge Networks | SQJ Test 0081","JP","日本","SQJ-JP-REG-00081","ACTIVE","181 Test Avenue, Osaka","2019-10-01","Kabushiki Kaisha","Robotics","JPY 700000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-JP-0082","Blueharbor Networks K.K.","Blueharbor Networks K.K.","Blueharbor Networks | SQJ Test 0082","JP","日本","SQJ-JP-REG-00082","ACTIVE","182 Test Avenue, Tokyo","2020-11-02","Kabushiki Kaisha","Precision Manufacturing","JPY 800000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-JP-0083","Cedarwave Networks K.K.","Cedarwave Networks K.K.","Cedarwave Networks | SQJ Test 0083","JP","日本","SQJ-JP-REG-00083","ACTIVE","183 Test Avenue, Osaka","2021-12-03","Kabushiki Kaisha","Robotics","JPY 900000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-JP-0084","Dawnfield Networks K.K.","Dawnfield Networks K.K.","Dawnfield Networks | SQJ Test 0084","JP","日本","SQJ-JP-REG-00084","ACTIVE","184 Test Avenue, Tokyo","2022-01-04","Kabushiki Kaisha","Precision Manufacturing","JPY 1000000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-JP-0085","Evertrail Networks K.K.","Evertrail Networks K.K.","Evertrail Networks | SQJ Test 0085","JP","日本","SQJ-JP-REG-00085","ACTIVE","185 Test Avenue, Osaka","2006-02-05","Kabushiki Kaisha","Robotics","JPY 1100000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-KR-0086","Farsight Networks Co., Ltd.","Farsight Networks Co., Ltd.","Farsight Networks | SQJ Test 0086","KR","韩国","SQJ-KR-REG-00086","ACTIVE","186 Test Avenue, Seoul","2007-03-06","Jusik Hoesa","Semiconductor Equipment","KRW 1200000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-KR-0087","Greenorbit Networks Co., Ltd.","Greenorbit Networks Co., Ltd.","Greenorbit Networks | SQJ Test 0087","KR","韩国","SQJ-KR-REG-00087","ACTIVE","187 Test Avenue, Busan","2008-04-07","Jusik Hoesa","Digital Commerce","KRW 1300000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-KR-0088","Highcrest Networks Co., Ltd.","Highcrest Networks Co., Ltd.","Highcrest Networks | SQJ Test 0088","KR","韩国","SQJ-KR-REG-00088","ACTIVE","188 Test Avenue, Seoul","2009-05-08","Jusik Hoesa","Semiconductor Equipment","KRW 1400000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-KR-0089","Ironleaf Networks Co., Ltd.","Ironleaf Networks Co., Ltd.","Ironleaf Networks | SQJ Test 0089","KR","韩国","SQJ-KR-REG-00089","ACTIVE","189 Test Avenue, Busan","2010-06-09","Jusik Hoesa","Digital Commerce","KRW 1500000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-KR-0090","Juniper Networks Co., Ltd.","Juniper Networks Co., Ltd.","Juniper Networks | SQJ Test 0090","KR","韩国","SQJ-KR-REG-00090","ACTIVE","190 Test Avenue, Seoul","2011-07-10","Jusik Hoesa","Semiconductor Equipment","KRW 1600000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-NL-0091","Keystone Networks B.V.","Keystone Networks B.V.","Keystone Networks | SQJ Test 0091","NL","荷兰","SQJ-NL-REG-00091","ACTIVE","191 Test Avenue, Amsterdam","2012-08-11","Besloten Vennootschap","Logistics Technology","EUR 1700000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-NL-0092","Lumenpath Networks B.V.","Lumenpath Networks B.V.","Lumenpath Networks | SQJ Test 0092","NL","荷兰","SQJ-NL-REG-00092","ACTIVE","192 Test Avenue, Rotterdam","2013-09-12","Besloten Vennootschap","Sustainable Energy","EUR 1800000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-NL-0093","Moonridge Networks B.V.","Moonridge Networks B.V.","Moonridge Networks | SQJ Test 0093","NL","荷兰","SQJ-NL-REG-00093","ACTIVE","193 Test Avenue, Amsterdam","2014-10-13","Besloten Vennootschap","Logistics Technology","EUR 1900000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-NL-0094","Nexora Networks B.V.","Nexora Networks B.V.","Nexora Networks | SQJ Test 0094","NL","荷兰","SQJ-NL-REG-00094","ACTIVE","194 Test Avenue, Rotterdam","2015-11-14","Besloten Vennootschap","Sustainable Energy","EUR 2000000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-NL-0095","Oakline Networks B.V.","Oakline Networks B.V.","Oakline Networks | SQJ Test 0095","NL","荷兰","SQJ-NL-REG-00095","DISSOLVED","195 Test Avenue, Amsterdam","2016-12-15","Besloten Vennootschap","Logistics Technology","EUR 2100000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-FR-0096","Pinegate Networks SAS","Pinegate Networks SAS","Pinegate Networks | SQJ Test 0096","FR","法国","SQJ-FR-REG-00096","ACTIVE","196 Test Avenue, Paris","2017-01-16","SAS","Consumer Technology","EUR 2200000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-FR-0097","Quartzbay Networks SAS","Quartzbay Networks SAS","Quartzbay Networks | SQJ Test 0097","FR","法国","SQJ-FR-REG-00097","ACTIVE","197 Test Avenue, Lyon","2018-02-17","SAS","Life Sciences","EUR 2300000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-FR-0098","Riverstone Networks SAS","Riverstone Networks SAS","Riverstone Networks | SQJ Test 0098","FR","法国","SQJ-FR-REG-00098","ACTIVE","198 Test Avenue, Paris","2019-03-18","SAS","Consumer Technology","EUR 2400000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-FR-0099","Silverpeak Networks SAS","Silverpeak Networks SAS","Silverpeak Networks | SQJ Test 0099","FR","法国","SQJ-FR-REG-00099","ACTIVE","199 Test Avenue, Lyon","2020-04-19","SAS","Life Sciences","EUR 2500000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
"SQJ-SYN-FR-0100","Truehaven Networks SAS","Truehaven Networks SAS","Truehaven Networks | SQJ Test 0100","FR","法国","SQJ-FR-REG-00100","ACTIVE","200 Test Avenue, Paris","2021-05-20","SAS","Consumer Technology","EUR 100000","true","SYNTHETIC_TEST_DATA","SQJ-MOCK-100-V1"
